[190]
40	(742,501,1)(730,499,2)(711,498,3)(681,498,4)(672,506,5)(650,505,6)(611,508,7)(600,506,8)(581,504,9)(556,499,10)(546,499,11)(537,496,12)(515,501,13)(490,503,14)(475,503,15)(458,507,16)(440,505,17)(412,512,18)(393,510,19)(369,509,20)(344,507,21)(323,503,22)(308,504,23)(299,508,24)(282,508,25)(269,506,26)(248,503,27)(224,507,28)(216,515,29)(189,518,30)(167,518,31)(142,514,32)(126,511,33)(104,506,34)(87,507,35)(85,506,36)(53,503,37)(38,503,38)(25,498,39)(9,504,40)
40	(880,522,1)(845,522,2)(839,518,3)(838,512,4)(822,517,5)(799,514,6)(786,511,7)(781,507,8)(753,513,9)(748,511,10)(692,509,11)(678,507,12)(642,511,13)(626,507,14)(626,507,15)(616,512,16)(595,514,17)(562,520,18)(529,523,19)(510,517,20)(481,520,21)(462,521,22)(451,522,23)(413,531,24)(401,524,25)(392,523,26)(381,522,27)(357,530,28)(345,537,29)(328,524,30)(294,527,31)(285,536,32)(266,535,33)(241,530,34)(226,534,35)(223,534,36)(187,529,37)(172,529,38)(164,514,39)(144,514,40)
40	(608,565,1)(606,564,2)(605,569,3)(610,579,4)(616,577,5)(620,579,6)(641,581,7)(645,577,8)(688,575,9)(701,573,10)(739,558,11)(754,554,12)(760,552,13)(779,553,14)(792,544,15)(824,543,16)(850,534,17)(858,541,18)(867,530,19)(887,535,20)(909,528,21)(905,529,22)(919,531,23)(935,534,24)(950,527,25)(972,527,26)(1004,529,27)(1001,534,28)(1015,528,29)(1036,526,30)(1059,529,31)(1057,532,32)(1089,526,33)(1082,529,34)(1089,541,35)(1113,524,36)(1130,523,37)(1155,515,38)(1179,510,39)(1174,510,40)
40	(530,611,1)(526,615,2)(531,628,3)(597,613,4)(607,616,5)(611,622,6)(625,627,7)(652,626,8)(670,632,9)(677,636,10)(710,617,11)(716,618,12)(734,617,13)(745,615,14)(774,611,15)(787,609,16)(816,606,17)(826,609,18)(828,603,19)(857,599,20)(880,606,21)(903,592,22)(925,584,23)(935,597,24)(950,596,25)(944,601,26)(981,601,27)(988,603,28)(996,608,29)(1024,604,30)(1048,602,31)(1052,603,32)(1081,593,33)(1080,602,34)(1085,602,35)(1122,595,36)(1145,584,37)(1160,584,38)(1177,577,39)(1180,574,40)
40	(543,682,1)(548,681,2)(535,674,3)(525,681,4)(512,687,5)(502,684,6)(512,680,7)(481,688,8)(467,688,9)(461,691,10)(449,688,11)(438,695,12)(418,703,13)(414,706,14)(411,708,15)(387,710,16)(363,713,17)(382,715,18)(350,719,19)(338,721,20)(315,721,21)(310,723,22)(302,724,23)(288,730,24)(295,730,25)(270,721,26)(252,731,27)(240,741,28)(250,745,29)(219,737,30)(213,742,31)(205,750,32)(182,755,33)(166,763,34)(167,765,35)(157,767,36)(146,763,37)(121,770,38)(113,767,39)(100,772,40)
40	(694,887,1)(678,877,2)(661,872,3)(667,870,4)(651,875,5)(631,881,6)(621,887,7)(586,894,8)(589,893,9)(569,893,10)(580,889,11)(548,891,12)(535,890,13)(535,899,14)(509,906,15)(501,905,16)(495,903,17)(505,901,18)(476,906,19)(480,907,20)(501,900,21)(469,910,22)(484,920,23)(482,914,24)(494,929,25)(480,933,26)(478,946,27)(480,950,28)(477,955,29)(485,957,30)(484,969,31)(477,966,32)(464,973,33)(473,973,34)(466,981,35)(476,976,36)(481,978,37)(481,982,38)(470,990,39)(467,996,40)
40	(1371,838,1)(1366,843,2)(1357,840,3)(1345,840,4)(1318,845,5)(1308,843,6)(1294,837,7)(1277,835,8)(1263,837,9)(1244,841,10)(1252,842,11)(1213,841,12)(1192,844,13)(1182,842,14)(1159,851,15)(1131,853,16)(1136,841,17)(1112,845,18)(1119,839,19)(1104,837,20)(1101,841,21)(1060,847,22)(1058,840,23)(1021,847,24)(1000,852,25)(1012,862,26)(986,859,27)(979,856,28)(954,853,29)(942,848,30)(914,858,31)(900,853,32)(885,857,33)(876,854,34)(858,857,35)(855,855,36)(832,855,37)(811,859,38)(793,859,39)(786,863,40)
40	(1357,809,1)(1335,819,2)(1324,815,3)(1307,818,4)(1286,815,5)(1269,822,6)(1248,824,7)(1235,825,8)(1223,819,9)(1225,826,10)(1205,816,11)(1194,821,12)(1187,823,13)(1152,821,14)(1141,820,15)(1114,821,16)(1104,825,17)(1087,825,18)(1096,820,19)(1084,826,20)(1083,821,21)(1021,831,22)(1030,824,23)(1011,829,24)(1009,835,25)(959,846,26)(961,843,27)(942,844,28)(916,839,29)(883,844,30)(859,855,31)(865,846,32)(839,855,33)(838,845,34)(824,850,35)(818,845,36)(807,837,37)(773,844,38)(764,844,39)(757,848,40)
40	(1476,729,1)(1466,724,2)(1445,723,3)(1447,728,4)(1433,725,5)(1412,727,6)(1407,727,7)(1387,727,8)(1384,724,9)(1360,724,10)(1343,724,11)(1324,733,12)(1308,740,13)(1285,736,14)(1264,735,15)(1250,725,16)(1242,725,17)(1225,728,18)(1216,718,19)(1193,727,20)(1182,725,21)(1159,730,22)(1141,731,23)(1125,739,24)(1123,739,25)(1111,739,26)(1095,738,27)(1054,750,28)(1073,745,29)(1045,742,30)(1023,745,31)(997,742,32)(997,742,33)(992,729,34)(982,733,35)(956,740,36)(950,739,37)(933,738,38)(899,748,39)(895,754,40)
40	(1259,556,1)(1251,549,2)(1293,548,3)(1292,549,4)(1303,544,5)(1300,549,6)(1308,548,7)(1304,553,8)(1316,548,9)(1308,548,10)(1340,559,11)(1343,556,12)(1346,558,13)(1351,569,14)(1339,557,15)(1356,558,16)(1372,555,17)(1366,559,18)(1389,559,19)(1364,571,20)(1378,586,21)(1386,576,22)(1392,571,23)(1381,583,24)(1412,582,25)(1430,576,26)(1435,578,27)(1431,584,28)(1474,569,29)(1455,576,30)(1442,579,31)(1466,575,32)(1477,565,33)(1465,570,34)(1471,575,35)(1486,570,36)(1479,572,37)(1479,569,38)(1490,571,39)(1475,574,40)
40	(1498,399,1)(1502,394,2)(1515,383,3)(1530,399,4)(1550,391,5)(1552,395,6)(1572,398,7)(1582,399,8)(1582,399,9)(1585,405,10)(1600,400,11)(1623,408,12)(1635,410,13)(1634,414,14)(1667,407,15)(1687,413,16)(1690,413,17)(1696,422,18)(1720,419,19)(1710,420,20)(1723,424,21)(1765,427,22)(1787,416,23)(1808,426,24)(1807,418,25)(1826,409,26)(1843,405,27)(1842,416,28)(1873,418,29)(1880,419,30)(1887,418,31)(1908,413,32)(1926,411,33)(1937,416,34)(1950,415,35)(1965,419,36)(1997,417,37)(2021,409,38)(2008,406,39)(2044,405,40)
40	(1404,374,1)(1396,378,2)(1427,368,3)(1438,361,4)(1453,352,5)(1479,357,6)(1494,356,7)(1510,349,8)(1523,349,9)(1528,361,10)(1544,354,11)(1561,350,12)(1571,354,13)(1562,362,14)(1569,367,15)(1569,371,16)(1571,375,17)(1587,372,18)(1600,376,19)(1587,372,20)(1600,379,21)(1623,381,22)(1641,387,23)(1643,387,24)(1652,383,25)(1698,390,26)(1717,383,27)(1720,393,28)(1725,393,29)(1762,382,30)(1756,377,31)(1800,370,32)(1837,375,33)(1807,380,34)(1828,381,35)(1837,372,36)(1865,368,37)(1872,360,38)(1875,378,39)(1890,365,40)
40	(1322,330,1)(1323,320,2)(1350,318,3)(1362,316,4)(1392,324,5)(1371,323,6)(1399,333,7)(1406,327,8)(1416,321,9)(1436,324,10)(1462,318,11)(1481,322,12)(1491,323,13)(1503,333,14)(1505,337,15)(1521,341,16)(1558,339,17)(1572,332,18)(1575,317,19)(1579,322,20)(1585,329,21)(1617,321,22)(1630,329,23)(1643,333,24)(1651,330,25)(1667,337,26)(1680,338,27)(1692,341,28)(1701,332,29)(1699,332,30)(1719,338,31)(1758,328,32)(1763,339,33)(1761,344,34)(1779,343,35)(1797,328,36)(1814,327,37)(1826,326,38)(1802,345,39)(1815,340,40)
40	(1440,277,1)(1444,275,2)(1466,279,3)(1483,279,4)(1495,278,5)(1524,265,6)(1506,284,7)(1524,280,8)(1541,276,9)(1564,271,10)(1587,267,11)(1591,268,12)(1607,276,13)(1613,279,14)(1614,278,15)(1599,291,16)(1649,280,17)(1678,264,18)(1675,283,19)(1683,280,20)(1712,268,21)(1733,267,22)(1715,278,23)(1727,277,24)(1729,271,25)(1747,277,26)(1788,272,27)(1813,262,28)(1799,282,29)(1821,280,30)(1826,287,31)(1854,277,32)(1847,285,33)(1849,287,34)(1884,282,35)(1904,275,36)(1912,276,37)(1929,269,38)(1916,288,39)(1932,289,40)
40	(2056,693,1)(2048,696,2)(2029,692,3)(2019,699,4)(1985,703,5)(1970,699,6)(1961,700,7)(1927,697,8)(1903,700,9)(1910,698,10)(1878,700,11)(1870,695,12)(1862,692,13)(1810,704,14)(1802,710,15)(1795,696,16)(1767,702,17)(1749,700,18)(1725,687,19)(1727,685,20)(1692,687,21)(1685,684,22)(1646,688,23)(1650,682,24)(1637,690,25)(1630,680,26)(1607,687,27)(1579,699,28)(1564,699,29)(1550,695,30)(1513,698,31)(1501,686,32)(1499,690,33)(1471,689,34)(1463,689,35)(1434,682,36)(1409,679,37)(1409,679,38)(1365,682,39)(1357,679,40)
40	(2184,585,1)(2184,585,2)(2213,591,3)(2207,599,4)(2220,600,5)(2262,590,6)(2273,597,7)(2279,597,8)(2292,600,9)(2296,601,10)(2315,596,11)(2343,592,12)(2363,589,13)(2394,585,14)(2414,586,15)(2424,590,16)(2435,583,17)(2467,583,18)(2491,574,19)(2521,577,20)(2529,572,21)(2568,564,22)(2545,574,23)(2577,575,24)(2589,572,25)(2627,563,26)(2637,564,27)(2640,573,28)(2659,575,29)(2677,574,30)(2718,573,31)(2729,573,32)(2756,575,33)(2764,564,34)(2776,570,35)(2821,554,36)(2825,560,37)(2855,554,38)(2848,562,39)(2871,562,40)
40	(2957,334,1)(2976,332,2)(2999,328,3)(3011,330,4)(3020,330,5)(3037,329,6)(3046,329,7)(3064,329,8)(3079,331,9)(3091,331,10)(3109,324,11)(3125,328,12)(3111,334,13)(3122,335,14)(3145,338,15)(3174,339,16)(3167,335,17)(3201,328,18)(3235,324,19)(3213,332,20)(3261,330,21)(3263,321,22)(3258,334,23)(3267,337,24)(3283,338,25)(3298,341,26)(3317,338,27)(3359,329,28)(3344,334,29)(3352,336,30)(3392,332,31)(3373,328,32)(3410,323,33)(3436,321,34)(3433,317,35)(3456,323,36)(3462,327,37)(3483,321,38)(3479,333,39)(3499,330,40)
40	(2926,307,1)(2948,308,2)(2950,304,3)(2977,307,4)(3003,308,5)(3009,308,6)(3022,309,7)(3036,308,8)(3038,310,9)(3050,313,10)(3074,306,11)(3069,307,12)(3079,314,13)(3103,311,14)(3108,313,15)(3119,315,16)(3133,314,17)(3156,312,18)(3191,302,19)(3185,306,20)(3201,303,21)(3238,303,22)(3256,306,23)(3262,310,24)(3274,313,25)(3305,305,26)(3341,304,27)(3343,295,28)(3357,289,29)(3368,299,30)(3363,293,31)(3385,289,32)(3397,296,33)(3411,294,34)(3420,294,35)(3442,294,36)(3473,294,37)(3489,289,38)(3483,298,39)(3497,299,40)
40	(2964,269,1)(2980,266,2)(2987,270,3)(3015,274,4)(3013,269,5)(3024,280,6)(3034,282,7)(3048,277,8)(3044,283,9)(3046,284,10)(3073,274,11)(3101,274,12)(3110,277,13)(3152,272,14)(3167,275,15)(3180,279,16)(3193,261,17)(3198,271,18)(3228,262,19)(3222,267,20)(3235,267,21)(3247,269,22)(3247,281,23)(3256,281,24)(3272,281,25)(3321,276,26)(3330,279,27)(3340,269,28)(3360,274,29)(3353,273,30)(3371,264,31)(3400,265,32)(3398,274,33)(3409,284,34)(3433,271,35)(3449,275,36)(3474,270,37)(3501,261,38)(3504,268,39)(3525,267,40)
40	(2801,166,1)(2813,159,2)(2801,156,3)(2790,154,4)(2773,159,5)(2750,155,6)(2730,170,7)(2733,170,8)(2697,175,9)(2683,174,10)(2692,163,11)(2705,154,12)(2664,170,13)(2650,165,14)(2642,167,15)(2637,158,16)(2626,165,17)(2610,175,18)(2595,172,19)(2573,172,20)(2581,158,21)(2564,166,22)(2538,171,23)(2518,179,24)(2515,173,25)(2500,164,26)(2512,164,27)(2470,167,28)(2459,166,29)(2442,177,30)(2407,185,31)(2431,163,32)(2438,154,33)(2407,164,34)(2398,176,35)(2384,162,36)(2378,166,37)(2353,161,38)(2321,184,39)(2333,178,40)
40	(3914,207,1)(3905,218,2)(3914,207,3)(3880,210,4)(3860,218,5)(3864,211,6)(3814,232,7)(3813,222,8)(3827,219,9)(3788,224,10)(3797,213,11)(3789,211,12)(3760,216,13)(3754,221,14)(3743,224,15)(3739,213,16)(3729,227,17)(3706,221,18)(3685,220,19)(3692,220,20)(3665,214,21)(3653,216,22)(3636,219,23)(3610,215,24)(3609,213,25)(3611,207,26)(3592,212,27)(3585,212,28)(3578,211,29)(3553,208,30)(3560,217,31)(3534,204,32)(3524,204,33)(3504,207,34)(3487,210,35)(3478,207,36)(3468,203,37)(3444,205,38)(3417,215,39)(3427,203,40)
